booking_id,client_id,service_type,shoot_date,shoot_days,location_city,currency,gross_amount_ngn,discount_pct,net_amount_ngn,fx_converted,status,lead_source,vat_applied,notes,dq_flags
BK-02288,XT-00108,Event Coverage,2024-06-26,1,Lagos,NGN,1182000.0,0.0,1182000.0,False,Completed,Agency Partner,True,Not applicable,No issues
BK-02289,XT-01703,Unknown,2024-06-26,1,Johannesburg,NGN,19668000.0,0.0,19668000.0,False,Completed,TikTok,True,Not applicable,service_type_missing
BK-02290,XT-01621,Wedding Film,2024-06-26,1,Abuja,NGN,7279000.0,0.0,7279000.0,False,Postponed,Unknown,True,drone denied by airport authority,No issues
BK-02291,XT-01663,Music Video,2024-06-27,1,Lagos,NGN,8594000.0,0.0,8594000.0,False,Completed,TikTok,False,drone denied by airport authority,No issues
BK-02292,XT-00676,Studio Rental,2024-06-28,1,Enugu,NGN,1296000.0,0.0,1296000.0,False,Completed,Instagram,True,Not applicable,No issues
BK-02293,XT-01873,Short Film,2024-06-28,1,Lagos,NGN,19308000.0,0.1,17377200.0,False,Completed,Instagram,True,"See contract, clause 4b - travel, per diem",No issues
BK-02294,XT-01404,Short Film,2024-06-29,2,Lagos,NGN,31378000.0,0.0,31378000.0,False,Postponed,Unknown,False,RAW files delivered on 2 x 1TB SSD,No issues
BK-02295,XT-00696,Wedding Film,2024-06-29,1,Lagos,NGN,3935000.0,0.0,3935000.0,False,Completed,Referral,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02296,XT-00682,Wedding Film,2024-06-29,2,Lagos,NGN,5155000.0,0.05,4897250.0,False,Cancelled,Agency Partner,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02297,XT-01400,Corporate Documentary,2024-06-29,1,Lagos,NGN,16266000.0,0.0,16266000.0,False,Completed,Walk-in,False,Not applicable,No issues
BK-02298,XT-01812,Photoshoot,2024-06-30,1,Port Harcourt,NGN,1360000.0,0.0,1360000.0,False,Completed,Agency Partner,Unknown,Not applicable,vat_applied_conflicting_duplicates
BK-02299,XT-01359,Wedding Film,2024-06-30,2,Abuja,NGN,9565000.0,0.0,9565000.0,False,Completed,Google,False,drone denied by airport authority,No issues
BK-02300,XT-00989,Unknown,2024-06-30,2,Lagos,NGN,56988000.0,0.0,56988000.0,False,Completed,Unknown,True,"half payment received, balance pending",service_type_missing
BK-02301,XT-01721,Studio Rental,2024-06-30,1,Lagos,NGN,1670000.0,0.0,1670000.0,False,Completed,Google,False,"Client said ""make it cinematic, like Nolan""",No issues
BK-02302,XT-00183,Commercial / TVC,2024-07-01,1,Ibadan,NGN,28684000.0,0.0,28684000.0,False,Completed,Unknown,True,Not applicable,No issues
BK-02303,XT-00542,Event Coverage,2024-07-01,1,Johannesburg,NGN,2647000.0,0.0,2647000.0,False,Cancelled,Repeat Client,False,location permit paid by client,No issues
BK-02304,XT-01075,Photoshoot,2024-07-02,1,Enugu,NGN,3471000.0,0.0,3471000.0,False,In Production,Walk-in,False,"Overtime: crew stayed till 2am, billed separately",location_city_taken_from_client
BK-02305,XT-00472,Wedding Film,2024-07-02,1,Enugu,NGN,2956000.0,0.0,2956000.0,False,Completed,Referral,False,RAW files delivered on 2 x 1TB SSD,No issues
BK-02306,XT-00077,Music Video,2024-07-02,4,Lagos,NGN,7261000.0,0.0,7261000.0,False,Completed,Referral,True,Not applicable,No issues
BK-02307,XT-00583,Event Coverage,2024-07-04,2,Lagos,NGN,3523000.0,0.0,3523000.0,False,Completed,Google,True,"Client said ""make it cinematic, like Nolan""",No issues
BK-02308,XT-00148,Photoshoot,2024-07-04,1,Lagos,NGN,2740000.0,0.0,2740000.0,False,Invoiced,Google,True,Not applicable,No issues
BK-02309,XT-00288,Photoshoot,2024-07-04,4,Abuja,NGN,1365000.0,0.0,1365000.0,False,Completed,Repeat Client,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02310,XT-01156,Wedding Film,2024-07-04,1,Lagos,NGN,3204000.0,0.0,3204000.0,False,Cancelled,TikTok,True,client rescheduled once,No issues
BK-02311,XT-00005,Music Video,2024-07-05,1,Abuja,NGN,6376000.0,0.0,6376000.0,False,Completed,Agency Partner,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02312,XT-01572,Music Video,2024-07-06,1,Johannesburg,NGN,11091000.0,0.0,11091000.0,False,Completed,Instagram,True,drone denied by airport authority,No issues
BK-02313,XT-01132,Event Coverage,2024-07-07,1,Enugu,NGN,4325000.0,0.0,4325000.0,False,Completed,Walk-in,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02314,XT-00273,Commercial / TVC,2024-07-08,1,Port Harcourt,NGN,24945000.0,0.0,24945000.0,False,Completed,Referral,True,location permit paid by client,No issues
BK-02315,XT-00619,Wedding Film,2024-07-08,1,Lagos,NGN,2797000.0,0.0,2797000.0,False,Postponed,Google,True,Not applicable,location_city_taken_from_client
BK-02316,XT-00693,Commercial / TVC,2024-07-08,1,Ibadan,NGN,28912000.0,0.0,28912000.0,False,Completed,Instagram,False,"See contract, clause 4b - travel, per diem",No issues
BK-02317,XT-00411,Event Coverage,2024-07-08,1,Johannesburg,NGN,3269000.0,0.15,2778650.0,False,In Production,Unknown,True,Not applicable,No issues
BK-02318,XT-00340,Unknown,2024-07-09,3,Dubai,NGN,18552919.27,0.0,18552919.27,True,Completed,Agency Partner,True,"Overtime: crew stayed till 2am, billed separately",service_type_missing
BK-02319,XT-01536,Music Video,2024-07-09,2,Ibadan,NGN,28400000.0,0.05,26980000.0,False,In Production,TikTok,True,"half payment received, balance pending",No issues
BK-02320,XT-00877,Unknown,2024-07-09,2,Kano,NGN,5198000.0,0.1,4678200.0,False,Completed,Repeat Client,True,Not applicable,"location_city_taken_from_client,service_type_missing"
BK-02321,XT-00574,Photoshoot,2024-07-09,2,Lagos,NGN,2165000.0,0.0,2165000.0,False,Completed,Unknown,True,"See contract, clause 4b - travel, per diem",No issues
BK-02322,XT-00231,Unknown,2024-07-10,1,Port Harcourt,NGN,18028000.0,0.0,18028000.0,False,Invoiced,Agency Partner,False,"half payment received, balance pending",service_type_missing
BK-02323,XT-00600,Studio Rental,2024-07-10,1,Atlanta,NGN,2938489.15,0.0,2938489.15,True,Completed,Walk-in,False,client rescheduled once,No issues
BK-02324,XT-01013,Corporate Documentary,2024-07-10,1,Dubai,NGN,25154480.38,0.0,25154480.38,True,Completed,Walk-in,False,Not applicable,No issues
BK-02325,XT-00059,Wedding Film,2024-07-11,2,London,NGN,5402606.4,0.0,5402606.4,True,Postponed,Instagram,True,"half payment received, balance pending",No issues
BK-02326,XT-01628,Photoshoot,2024-07-11,1,Enugu,NGN,3421000.0,0.0,3421000.0,False,Completed,Unknown,False,RAW files delivered on 2 x 1TB SSD,No issues
BK-02327,XT-01510,Wedding Film,2024-07-11,5,Lagos,NGN,7938000.0,0.0,7938000.0,False,Cancelled,Instagram,False,"See contract, clause 4b - travel, per diem",No issues
BK-02328,XT-00869,Event Coverage,2024-07-11,1,Port Harcourt,NGN,5214000.0,0.05,4953300.0,False,Completed,Google,True,"See contract, clause 4b - travel, per diem",No issues
BK-02329,XT-00716,Music Video,2024-07-11,1,Accra,NGN,6417000.0,0.0,6417000.0,False,Completed,TikTok,True,"Client said ""make it cinematic, like Nolan""",No issues
BK-02330,XT-00592,Corporate Documentary,2024-07-12,3,Lagos,NGN,24048000.0,0.05,22845600.0,False,In Production,Repeat Client,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02331,XT-01039,Photoshoot,2024-07-12,2,Nairobi,NGN,2411000.0,0.0,2411000.0,False,Cancelled,Agency Partner,True,Not applicable,No issues
BK-02332,XT-01525,Wedding Film,2024-07-13,1,Lagos,NGN,4165000.0,0.0,4165000.0,False,In Production,Google,False,"See contract, clause 4b - travel, per diem",No issues
BK-02333,XT-01346,Studio Rental,2024-07-13,1,London,NGN,2178142.33,0.0,2178142.33,True,Invoiced,Unknown,True,drone denied by airport authority,fx_rate_carried_from_earlier_day
BK-02334,XT-00856,Short Film,2024-07-13,4,Abuja,NGN,51254000.0,0.0,51254000.0,False,Completed,Walk-in,True,Not applicable,No issues
BK-02335,XT-00999,Music Video,2024-07-14,1,Lagos,NGN,9803000.0,0.0,9803000.0,False,Cancelled,Instagram,True,drone denied by airport authority,No issues
BK-02336,XT-01631,Photoshoot,2024-07-14,2,Accra,NGN,3255000.0,0.0,3255000.0,False,Completed,Walk-in,True,drone denied by airport authority,No issues
BK-02337,XT-00192,Wedding Film,2024-07-14,1,Accra,NGN,5626000.0,0.0,5626000.0,False,In Production,Google,False,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02338,XT-00964,Photoshoot,2024-07-14,1,Abuja,NGN,2487000.0,0.0,2487000.0,False,Postponed,Instagram,False,Not applicable,No issues
BK-02339,XT-00862,Corporate Documentary,2024-07-14,1,Lagos,NGN,12210000.0,0.0,12210000.0,False,In Production,TikTok,False,location permit paid by client,No issues
BK-02340,XT-01808,Wedding Film,2024-07-14,1,Abuja,NGN,4662000.0,0.0,4662000.0,False,Invoiced,Walk-in,True,Not applicable,shoot_days_counted_from_timesheets
BK-02341,XT-01207,Commercial / TVC,2024-07-15,1,Port Harcourt,NGN,49345000.0,0.0,49345000.0,False,Completed,Agency Partner,False,Not applicable,No issues
BK-02342,XT-01626,Commercial / TVC,2024-07-15,2,Lagos,NGN,21769000.0,0.0,21769000.0,False,Completed,Agency Partner,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02343,XT-00639,Event Coverage,2024-07-15,1,Enugu,NGN,2170000.0,0.0,2170000.0,False,Completed,Agency Partner,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02344,XT-01021,Wedding Film,2024-07-16,1,Lagos,NGN,3218000.0,0.0,3218000.0,False,Completed,Walk-in,True,client rescheduled once,No issues
BK-02345,XT-01877,Event Coverage,2024-07-16,1,Johannesburg,NGN,1637000.0,0.0,1637000.0,False,Invoiced,Repeat Client,True,"half payment received, balance pending",No issues
BK-02346,XT-01255,Wedding Film,2024-07-17,1,Accra,NGN,5879000.0,0.05,5585050.0,False,Completed,Repeat Client,True,Not applicable,No issues
BK-02347,XT-00958,Photoshoot,2024-07-17,1,Lagos,NGN,2190000.0,0.0,2190000.0,False,Cancelled,Repeat Client,True,Not applicable,No issues
BK-02348,XT-00244,Wedding Film,2024-07-18,1,Enugu,NGN,5797000.0,0.15,4927450.0,False,Completed,Unknown,True,"Client said ""make it cinematic, like Nolan""",No issues
BK-02349,XT-00746,Unknown,2024-07-18,1,London,NGN,2185266.18,0.0,2185266.18,True,Completed,Walk-in,True,Not applicable,service_type_missing
BK-02350,XT-01239,Music Video,2024-07-19,1,Lagos,NGN,6168000.0,0.0,6168000.0,False,Completed,Referral,False,RAW files delivered on 2 x 1TB SSD,No issues
BK-02351,XT-01773,Unknown,2024-07-19,1,Abuja,NGN,7298000.0,0.0,7298000.0,False,Completed,Referral,True,Not applicable,service_type_missing
BK-02352,XT-01840,Unknown,2024-07-19,1,Lagos,NGN,451000.0,0.0,451000.0,False,Completed,Unknown,True,"half payment received, balance pending",service_type_missing
BK-02353,XT-00339,Photoshoot,2024-07-19,1,Nairobi,NGN,3681000.0,0.0,3681000.0,False,In Production,Walk-in,False,"half payment received, balance pending",No issues
BK-02354,XT-01072,Wedding Film,2024-07-20,1,Lagos,NGN,6103000.0,0.0,6103000.0,False,Completed,Referral,True,location permit paid by client,No issues
BK-02355,XT-01256,Photoshoot,2024-07-20,2,Nairobi,NGN,2117000.0,0.0,2117000.0,False,Completed,Agency Partner,False,Not applicable,No issues
BK-02356,XT-00328,Wedding Film,2024-07-20,1,Atlanta,NGN,6886431.81,0.0,6886431.81,True,Completed,Referral,False,Not applicable,fx_rate_carried_from_earlier_day
BK-02357,XT-00187,Wedding Film,2024-07-22,1,Kano,NGN,6425000.0,0.0,6425000.0,False,Completed,TikTok,True,Not applicable,No issues
BK-02358,XT-00382,Photoshoot,2024-07-22,1,Port Harcourt,NGN,3760000.0,0.0,3760000.0,False,Completed,TikTok,True,Not applicable,No issues
BK-02359,XT-01894,Commercial / TVC,2024-07-22,5,Lagos,NGN,106248000.0,0.0,106248000.0,False,Postponed,Google,True,Not applicable,No issues
BK-02360,XT-01778,Short Film,2024-07-22,1,Port Harcourt,NGN,12733000.0,0.0,12733000.0,False,Completed,Agency Partner,False,Not applicable,No issues
BK-02361,XT-01108,Wedding Film,2024-07-23,1,Lagos,NGN,6498000.0,0.0,6498000.0,False,In Production,Instagram,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02362,XT-00115,Wedding Film,2024-07-23,4,Abuja,NGN,8054000.0,0.0,8054000.0,False,Completed,Instagram,True,Not applicable,location_city_taken_from_client
BK-02363,XT-01150,Event Coverage,2024-07-24,1,Lagos,NGN,4255000.0,0.0,4255000.0,False,Completed,Walk-in,True,Not applicable,No issues
BK-02364,XT-01176,Music Video,2024-07-24,1,Port Harcourt,NGN,21832000.0,0.0,21832000.0,False,Completed,Walk-in,False,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02365,XT-00096,Short Film,2024-07-24,1,Port Harcourt,NGN,10447000.0,0.0,10447000.0,False,Postponed,Instagram,False,"half payment received, balance pending",No issues
BK-02366,XT-01726,Photoshoot,2024-07-25,3,Port Harcourt,NGN,1871000.0,0.0,1871000.0,False,Completed,Unknown,True,"Client said ""make it cinematic, like Nolan""",No issues
BK-02367,XT-00653,Wedding Film,2024-07-25,1,Lagos,NGN,6432000.0,0.0,6432000.0,False,Completed,Agency Partner,True,drone denied by airport authority,No issues
BK-02368,XT-01059,Photoshoot,2024-07-25,1,Lagos,NGN,1574000.0,0.0,1574000.0,False,Invoiced,Walk-in,False,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02369,XT-00488,Studio Rental,2024-07-26,2,Johannesburg,NGN,1242000.0,0.0,1242000.0,False,Completed,Referral,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02370,XT-00729,Event Coverage,2024-07-26,1,Dubai,NGN,8854849.5,0.0,8854849.5,True,Completed,Google,False,client rescheduled once,No issues
BK-02371,XT-00327,Studio Rental,2024-07-26,1,Port Harcourt,NGN,575000.0,0.0,575000.0,False,Completed,Unknown,True,Not applicable,No issues
BK-02372,XT-01269,Music Video,2024-07-26,1,Abuja,NGN,3713000.0,0.0,3713000.0,False,Postponed,Google,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02373,XT-01659,Corporate Documentary,2024-07-26,1,Nairobi,NGN,14201000.0,0.0,14201000.0,False,Cancelled,Unknown,True,"See contract, clause 4b - travel, per diem",No issues
BK-02374,XT-01312,Wedding Film,2024-07-26,1,Accra,NGN,2359000.0,0.0,2359000.0,False,Completed,Agency Partner,True,Not applicable,No issues
BK-02375,XT-00597,Photoshoot,2024-07-27,2,Abuja,NGN,3637000.0,0.0,3637000.0,False,Completed,Instagram,True,"half payment received, balance pending",No issues
BK-02376,XT-01145,Music Video,2024-07-27,1,Abuja,NGN,14481000.0,0.0,14481000.0,False,Completed,Unknown,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02377,XT-01850,Corporate Documentary,2024-07-27,1,Lagos,NGN,12656000.0,0.1,11390400.0,False,Completed,Repeat Client,True,"half payment received, balance pending",No issues
BK-02378,XT-00637,Commercial / TVC,2024-07-27,1,Lagos,NGN,27957000.0,0.0,27957000.0,False,Completed,Referral,True,location permit paid by client,No issues
BK-02379,XT-01424,Corporate Documentary,2024-07-27,1,Port Harcourt,NGN,12769000.0,0.0,12769000.0,False,In Production,Agency Partner,False,"Client said ""make it cinematic, like Nolan""",No issues
BK-02380,XT-01240,Corporate Documentary,2024-07-27,2,Lagos,NGN,22043000.0,0.0,22043000.0,False,Completed,Unknown,False,"Client said ""make it cinematic, like Nolan""",No issues
BK-02381,XT-01851,Music Video,2024-07-27,2,Lagos,NGN,7132000.0,0.0,7132000.0,False,Completed,Walk-in,False,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02382,XT-01866,Wedding Film,2024-07-27,1,Port Harcourt,NGN,6194000.0,0.1,5574600.0,False,In Production,Unknown,False,Not applicable,No issues
BK-02383,XT-01030,Unknown,2024-07-28,1,Abuja,NGN,9755000.0,0.0,9755000.0,False,Completed,Instagram,True,Not applicable,service_type_missing
BK-02384,XT-00492,Event Coverage,2024-07-29,4,Johannesburg,NGN,5639000.0,0.0,5639000.0,False,Completed,TikTok,False,location permit paid by client,location_city_taken_from_client
BK-02385,XT-00045,Corporate Documentary,2024-07-29,1,Lagos,NGN,7116000.0,0.0,7116000.0,False,Completed,Unknown,True,"See contract, clause 4b - travel, per diem",No issues
BK-02386,XT-00128,Music Video,2024-07-30,1,Enugu,NGN,17293000.0,0.0,17293000.0,False,Completed,Walk-in,False,client rescheduled once,No issues
BK-02387,XT-01873,Studio Rental,2024-07-30,1,Lagos,NGN,1146000.0,0.0,1146000.0,False,Completed,Referral,True,drone denied by airport authority,shoot_days_counted_from_timesheets
BK-02388,XT-00370,Corporate Documentary,2024-07-31,4,Port Harcourt,NGN,26006000.0,0.0,26006000.0,False,In Production,Referral,False,Not applicable,No issues
BK-02389,XT-00861,Studio Rental,2024-07-31,3,Enugu,NGN,2420000.0,0.0,2420000.0,False,Completed,Unknown,True,Not applicable,No issues
BK-02390,XT-00642,Event Coverage,2024-07-31,2,London,NGN,8381180.8,0.0,8381180.8,True,Invoiced,Google,True,client rescheduled once,No issues
BK-02391,XT-00682,Wedding Film,2024-07-31,2,Lagos,NGN,8424000.0,0.0,8424000.0,False,Completed,Referral,False,"Overtime: crew stayed till 2am, billed separately",shoot_days_counted_from_timesheets
BK-02392,XT-01533,Photoshoot,2024-08-01,1,Enugu,NGN,3363000.0,0.15,2858550.0,False,Completed,Repeat Client,True,location permit paid by client,No issues
BK-02393,XT-01263,Commercial / TVC,2024-08-01,1,Lagos,NGN,29473000.0,0.0,29473000.0,False,Completed,Instagram,True,location permit paid by client,No issues
BK-02394,XT-01601,Music Video,2024-08-01,1,Dubai,NGN,13227212.5,0.0,13227212.5,True,Postponed,Google,True,"See contract, clause 4b - travel, per diem",No issues
BK-02395,XT-01344,Corporate Documentary,2024-08-01,1,Enugu,NGN,12466000.0,0.0,12466000.0,False,Completed,Unknown,True,"Client said ""make it cinematic, like Nolan""",No issues
BK-02396,XT-00935,Photoshoot,2024-08-01,1,Abuja,NGN,941000.0,0.0,941000.0,False,Completed,Unknown,False,drone denied by airport authority,No issues
BK-02397,XT-00473,Wedding Film,2024-08-02,1,Lagos,NGN,3146000.0,0.0,3146000.0,False,Invoiced,Referral,True,"See contract, clause 4b - travel, per diem",No issues
BK-02398,XT-01305,Studio Rental,2024-08-02,1,Lagos,NGN,1076000.0,0.0,1076000.0,False,Completed,Unknown,True,client rescheduled once,No issues
BK-02399,XT-00770,Event Coverage,2024-08-03,1,Port Harcourt,NGN,4118000.0,0.0,4118000.0,False,In Production,Repeat Client,False,Not applicable,shoot_days_counted_from_timesheets
BK-02400,XT-00390,Commercial / TVC,2024-08-04,1,Port Harcourt,NGN,18821000.0,0.0,18821000.0,False,Cancelled,Referral,True,"See contract, clause 4b - travel, per diem",No issues
BK-02401,XT-00112,Corporate Documentary,2024-08-04,1,London,NGN,23856161.31,0.0,23856161.31,True,Cancelled,Referral,False,Not applicable,fx_rate_carried_from_earlier_day
BK-02402,XT-01023,Event Coverage,2024-08-04,1,Abuja,NGN,2621000.0,0.0,2621000.0,False,Invoiced,Unknown,True,"half payment received, balance pending",location_city_taken_from_client
BK-02403,XT-01634,Event Coverage,2024-08-05,1,Accra,NGN,5364000.0,0.0,5364000.0,False,Postponed,Google,False,drone denied by airport authority,No issues
BK-02404,XT-00902,Corporate Documentary,2024-08-05,3,Port Harcourt,NGN,23263000.0,0.0,23263000.0,False,Completed,Walk-in,True,"half payment received, balance pending",shoot_days_counted_from_timesheets
BK-02405,XT-00017,Wedding Film,2024-08-06,1,Abuja,NGN,4466000.0,0.0,4466000.0,False,Completed,Agency Partner,True,Not applicable,No issues
BK-02406,XT-01521,Corporate Documentary,2024-08-06,4,Lagos,NGN,19165000.0,0.0,19165000.0,False,Invoiced,TikTok,True,location permit paid by client,No issues
BK-02407,XT-00783,Wedding Film,2024-08-06,1,Lagos,NGN,7470000.0,0.0,7470000.0,False,Completed,Repeat Client,False,Not applicable,No issues
BK-02408,XT-01380,Wedding Film,2024-08-07,1,Port Harcourt,NGN,3319000.0,0.0,3319000.0,False,Completed,Instagram,False,"half payment received, balance pending",No issues
BK-02409,XT-00612,Photoshoot,2024-08-07,2,Kano,NGN,1972000.0,0.0,1972000.0,False,Completed,Referral,False,client rescheduled once,No issues
BK-02410,XT-00187,Photoshoot,2024-08-07,1,Kano,NGN,3691000.0,0.0,3691000.0,False,Completed,TikTok,True,Not applicable,No issues
BK-02411,XT-00879,Music Video,2024-08-07,1,Lagos,NGN,22005000.0,0.0,22005000.0,False,Completed,TikTok,True,Not applicable,No issues
BK-02412,XT-00585,Corporate Documentary,2024-08-08,3,Kano,NGN,24095000.0,0.0,24095000.0,False,In Production,Repeat Client,True,location permit paid by client,No issues
BK-02413,XT-00435,Short Film,2024-08-08,2,Abuja,NGN,11759000.0,0.0,11759000.0,False,In Production,Google,True,"half payment received, balance pending",No issues
BK-02414,XT-01284,Unknown,2024-08-08,1,Lagos,NGN,2404000.0,0.1,2163600.0,False,Completed,Unknown,False,"half payment received, balance pending",service_type_missing
BK-02415,XT-01523,Wedding Film,2024-08-10,2,Port Harcourt,NGN,8267000.0,0.0,8267000.0,False,Completed,Unknown,False,"See contract, clause 4b - travel, per diem",No issues
BK-02416,XT-01241,Music Video,2024-08-10,1,Lagos,NGN,12455000.0,0.0,12455000.0,False,Completed,Google,True,Not applicable,No issues
BK-02417,XT-01193,Commercial / TVC,2024-08-10,2,Lagos,NGN,16787000.0,0.0,16787000.0,False,Completed,Agency Partner,True,"half payment received, balance pending",shoot_days_counted_from_timesheets
BK-02418,XT-01575,Photoshoot,2024-08-10,4,Port Harcourt,NGN,3433000.0,0.0,3433000.0,False,In Production,Referral,False,Not applicable,No issues
BK-02419,XT-00436,Short Film,2024-08-11,1,Atlanta,NGN,20933948.7,0.0,20933948.7,True,Completed,TikTok,False,Not applicable,fx_rate_carried_from_earlier_day
BK-02420,XT-01652,Photoshoot,2024-08-11,1,London,NGN,2578356.0,0.0,2578356.0,True,Cancelled,Repeat Client,True,client rescheduled once,fx_rate_carried_from_earlier_day
BK-02421,XT-01760,Photoshoot,2024-08-11,1,Johannesburg,NGN,2418000.0,0.0,2418000.0,False,Invoiced,TikTok,True,location permit paid by client,No issues
BK-02422,XT-00313,Short Film,2024-08-11,1,Kano,NGN,24377000.0,0.0,24377000.0,False,Completed,Instagram,True,drone denied by airport authority,No issues
BK-02423,XT-00768,Photoshoot,2024-08-11,1,Ibadan,NGN,2822000.0,0.05,2680900.0,False,Completed,Referral,True,RAW files delivered on 2 x 1TB SSD,location_city_taken_from_client
BK-02424,XT-01812,Short Film,2024-08-11,1,Port Harcourt,NGN,11887000.0,0.0,11887000.0,False,Completed,TikTok,False,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02425,XT-00237,Studio Rental,2024-08-12,1,Enugu,NGN,744000.0,0.05,706800.0,False,Completed,TikTok,True,"half payment received, balance pending",No issues
BK-02426,XT-01199,Event Coverage,2024-08-12,1,Lagos,NGN,2020000.0,0.0,2020000.0,False,Completed,TikTok,False,drone denied by airport authority,No issues
BK-02427,XT-00465,Photoshoot,2024-08-12,2,Lagos,NGN,2050000.0,0.0,2050000.0,False,Completed,Walk-in,True,Not applicable,No issues
BK-02428,XT-00324,Commercial / TVC,2024-08-13,1,Ibadan,NGN,19147000.0,0.0,19147000.0,False,Invoiced,Referral,False,drone denied by airport authority,No issues
BK-02429,XT-01072,Wedding Film,2024-08-13,1,Lagos,NGN,7357000.0,0.0,7357000.0,False,Completed,Instagram,False,Not applicable,No issues
BK-02430,XT-00459,Wedding Film,2024-08-14,1,Johannesburg,NGN,5880000.0,0.0,5880000.0,False,Invoiced,Unknown,True,Not applicable,No issues
BK-02431,XT-00394,Short Film,2024-08-14,1,Abuja,NGN,13041000.0,0.0,13041000.0,False,Cancelled,Agency Partner,False,Not applicable,No issues
BK-02432,XT-01324,Corporate Documentary,2024-08-14,1,London,NGN,14781736.67,0.0,14781736.67,True,Postponed,Unknown,True,client rescheduled once,location_city_taken_from_client
BK-02433,XT-00138,Wedding Film,2024-08-15,1,Abuja,NGN,6412000.0,0.0,6412000.0,False,Completed,Google,False,Not applicable,No issues
BK-02434,XT-00688,Photoshoot,2024-08-15,1,Enugu,NGN,3738000.0,0.0,3738000.0,False,In Production,Instagram,True,Not applicable,No issues
BK-02435,XT-00724,Photoshoot,2024-08-15,4,Abuja,NGN,7428000.0,0.0,7428000.0,False,Invoiced,Google,False,"Client said ""make it cinematic, like Nolan""",No issues
BK-02436,XT-00969,Wedding Film,2024-08-17,3,Johannesburg,NGN,10438000.0,0.0,10438000.0,False,Completed,Instagram,True,location permit paid by client,No issues
BK-02437,XT-01462,Photoshoot,2024-08-17,4,Port Harcourt,NGN,1917000.0,0.0,1917000.0,False,Completed,Referral,False,"half payment received, balance pending",No issues
BK-02438,XT-01091,Photoshoot,2024-08-17,1,Enugu,NGN,698000.0,0.0,698000.0,False,Cancelled,Unknown,True,drone denied by airport authority,No issues
BK-02439,XT-01356,Wedding Film,2024-08-17,4,Abuja,NGN,12878000.0,0.0,12878000.0,False,Completed,Google,True,location permit paid by client,No issues
BK-02440,XT-01092,Photoshoot,2024-08-18,3,Lagos,NGN,6682000.0,0.0,6682000.0,False,Completed,Unknown,True,Not applicable,location_city_taken_from_client
BK-02441,XT-00703,Photoshoot,2024-08-18,2,Port Harcourt,NGN,1832000.0,0.0,1832000.0,False,In Production,Google,True,Not applicable,No issues
BK-02442,XT-00655,Photoshoot,2024-08-18,1,Ibadan,NGN,2542000.0,0.0,2542000.0,False,Completed,TikTok,True,location permit paid by client,No issues
BK-02443,XT-00008,Music Video,2024-08-19,1,Lagos,NGN,19250000.0,0.1,17325000.0,False,Cancelled,Repeat Client,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02444,XT-01792,Music Video,2024-08-19,1,Lagos,NGN,5033000.0,0.0,5033000.0,False,Completed,Unknown,True,"half payment received, balance pending",No issues
BK-02445,XT-01760,Photoshoot,2024-08-19,1,Johannesburg,NGN,2631000.0,0.05,2499450.0,False,Completed,Walk-in,True,"See contract, clause 4b - travel, per diem",No issues
BK-02446,XT-00617,Music Video,2024-08-19,2,Atlanta,NGN,41524537.82,0.0,41524537.82,True,Completed,Unknown,True,Not applicable,No issues
BK-02447,XT-00340,Photoshoot,2024-08-20,1,Dubai,NGN,4668011.6,0.0,4668011.6,True,Completed,Unknown,True,Not applicable,No issues
BK-02448,XT-00636,Corporate Documentary,2024-08-20,1,London,NGN,9018581.4,0.0,9018581.4,True,Completed,Referral,True,"half payment received, balance pending",No issues
BK-02449,XT-00396,Event Coverage,2024-08-20,2,Lagos,NGN,3627000.0,0.0,3627000.0,False,Completed,Google,True,Not applicable,location_city_taken_from_client
BK-02450,XT-01392,Photoshoot,2024-08-21,1,Abuja,NGN,3724000.0,0.0,3724000.0,False,Completed,Unknown,False,location permit paid by client,No issues
BK-02451,XT-01091,Music Video,2024-08-21,2,Enugu,NGN,29512000.0,0.0,29512000.0,False,Cancelled,Unknown,True,"Client said ""make it cinematic, like Nolan""","shoot_days_counted_from_timesheets,location_city_taken_from_client"
BK-02452,XT-00784,Wedding Film,2024-08-21,1,Port Harcourt,NGN,4999000.0,0.0,4999000.0,False,Completed,TikTok,True,Not applicable,No issues
BK-02453,XT-01363,Wedding Film,2024-08-22,1,Abuja,NGN,3475000.0,0.0,3475000.0,False,Postponed,Repeat Client,True,Not applicable,No issues
