booking_id,client_id,service_type,shoot_date,shoot_days,location_city,currency,gross_amount_ngn,discount_pct,net_amount_ngn,fx_converted,status,lead_source,notes,dq_flags
BK-01340,XT-01717,Studio Rental,2023-06-22,1,Lagos,NGN,1061000.0,0.0,1061000.0,False,Postponed,Agency Partner,Not applicable,No issues
BK-01341,XT-00237,Wedding Film,2023-06-22,2,Enugu,NGN,8823000.0,0.15,7499550.0,False,Completed,Google,Not applicable,No issues
BK-01342,XT-00058,Studio Rental,2023-06-23,1,Nairobi,NGN,950000.0,0.0,950000.0,False,Completed,Google,"Overtime: crew stayed till 2am, billed separately",location_city_taken_from_client
BK-01343,XT-01892,Commercial / TVC,2023-06-23,1,Abuja,NGN,19464000.0,0.0,19464000.0,False,In Production,Google,"half payment received, balance pending",location_city_taken_from_client
BK-01344,XT-00741,Studio Rental,2023-06-23,5,Lagos,NGN,2466000.0,0.0,2466000.0,False,Completed,Walk-in,"Client said ""make it cinematic, like Nolan""",No issues
BK-01345,XT-01201,Corporate Documentary,2023-06-23,3,Lagos,NGN,16740000.0,0.0,16740000.0,False,Completed,Walk-in,location permit paid by client,No issues
BK-01346,XT-00056,Short Film,2023-06-24,1,Abuja,NGN,20715000.0,0.0,20715000.0,False,Completed,Agency Partner,location permit paid by client,No issues
BK-01347,XT-01686,Corporate Documentary,2023-06-24,1,Port Harcourt,NGN,10860000.0,0.0,10860000.0,False,Invoiced,Unknown,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01348,XT-01032,Event Coverage,2023-06-24,1,Accra,NGN,1571000.0,0.0,1571000.0,False,Completed,Instagram,drone denied by airport authority,No issues
BK-01349,XT-00072,Corporate Documentary,2023-06-24,1,Dubai,NGN,8932561.36,0.0,8932561.36,True,Postponed,TikTok,Not applicable,fx_rate_carried_from_earlier_day
BK-01350,XT-00402,Short Film,2023-06-24,1,Dubai,NGN,10032427.95,0.0,10032427.95,True,In Production,Referral,"See contract, clause 4b - travel, per diem",fx_rate_carried_from_earlier_day
BK-01351,XT-00938,Short Film,2023-06-24,1,Dubai,NGN,13691797.16,0.0,13691797.16,True,Completed,Google,drone denied by airport authority,fx_rate_carried_from_earlier_day
BK-01352,XT-00097,Wedding Film,2023-06-25,1,Port Harcourt,NGN,5652000.0,0.0,5652000.0,False,Completed,Google,Not applicable,shoot_days_counted_from_timesheets
BK-01353,XT-01098,Music Video,2023-06-25,1,Abuja,NGN,17964000.0,0.0,17964000.0,False,Invoiced,Referral,client rescheduled once,No issues
BK-01354,XT-00881,Wedding Film,2023-06-25,2,Accra,NGN,6475000.0,0.0,6475000.0,False,Completed,Google,Not applicable,No issues
BK-01355,XT-00187,Wedding Film,2023-06-25,1,Kano,NGN,2404000.0,0.0,2404000.0,False,Completed,Walk-in,location permit paid by client,No issues
BK-01356,XT-01649,Wedding Film,2023-06-25,2,Lagos,NGN,5406000.0,0.0,5406000.0,False,Completed,Instagram,Not applicable,No issues
BK-01357,XT-01755,Event Coverage,2023-06-25,1,Kano,NGN,4250000.0,0.0,4250000.0,False,In Production,Agency Partner,drone denied by airport authority,No issues
BK-01358,XT-00318,Photoshoot,2023-06-25,1,Abuja,NGN,1571000.0,0.1,1413900.0,False,Completed,Repeat Client,Not applicable,No issues
BK-01359,XT-01032,Corporate Documentary,2023-06-25,1,Accra,NGN,5901000.0,0.0,5901000.0,False,Completed,TikTok,Not applicable,No issues
BK-01360,XT-01477,Photoshoot,2023-06-26,1,Atlanta,NGN,1322114.17,0.1,1189902.75,True,Completed,Unknown,Not applicable,No issues
BK-01361,XT-00526,Photoshoot,2023-06-26,1,Lagos,NGN,1568000.0,0.0,1568000.0,False,Cancelled,Repeat Client,location permit paid by client,status_inferred_cancelled_no_crew_days
BK-01362,XT-01239,Music Video,2023-06-26,1,Lagos,NGN,3514000.0,0.0,3514000.0,False,Invoiced,TikTok,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01363,XT-00959,Wedding Film,2023-06-26,1,Dubai,NGN,3427326.73,0.0,3427326.73,True,Completed,Google,drone denied by airport authority,No issues
BK-01364,XT-01122,Event Coverage,2023-06-27,2,Port Harcourt,NGN,1564000.0,0.05,1485800.0,False,Completed,Repeat Client,RAW files delivered on 2 x 1TB SSD,No issues
BK-01365,XT-00503,Event Coverage,2023-06-28,2,Lagos,NGN,3571000.0,0.0,3571000.0,False,Completed,Repeat Client,location permit paid by client,No issues
BK-01366,XT-00768,Music Video,2023-06-28,1,Ibadan,NGN,9248000.0,0.0,9248000.0,False,Cancelled,TikTok,drone denied by airport authority,No issues
BK-01367,XT-00673,Event Coverage,2023-06-29,1,Lagos,NGN,1202000.0,0.0,1202000.0,False,Cancelled,Repeat Client,Not applicable,No issues
BK-01368,XT-01834,Music Video,2023-07-01,3,London,NGN,6847237.6,0.0,6847237.6,True,Completed,Unknown,location permit paid by client,fx_rate_carried_from_earlier_day
BK-01369,XT-00235,Wedding Film,2023-07-01,2,Abuja,NGN,8014000.0,0.0,8014000.0,False,Completed,Google,location permit paid by client,No issues
BK-01370,XT-01292,Commercial / TVC,2023-07-01,1,Johannesburg,NGN,16577000.0,0.0,16577000.0,False,Completed,Google,"See contract, clause 4b - travel, per diem",No issues
BK-01371,XT-00284,Music Video,2023-07-01,2,Accra,NGN,5319000.0,0.0,5319000.0,False,Cancelled,Walk-in,"Client said ""make it cinematic, like Nolan""",location_city_taken_from_client
BK-01372,XT-01576,Music Video,2023-07-01,1,London,NGN,3627752.8,0.0,3627752.8,True,Cancelled,Walk-in,"Client said ""make it cinematic, like Nolan""","location_city_taken_from_client,fx_rate_carried_from_earlier_day"
BK-01373,XT-01196,Photoshoot,2023-07-01,1,Port Harcourt,NGN,1920000.0,0.0,1920000.0,False,Cancelled,Instagram,client rescheduled once,No issues
BK-01374,XT-00136,Event Coverage,2023-07-02,2,Lagos,NGN,5975000.0,0.0,5975000.0,False,Completed,Instagram,Not applicable,No issues
BK-01375,XT-00016,Studio Rental,2023-07-02,2,Port Harcourt,NGN,2027000.0,0.0,2027000.0,False,Invoiced,Google,Not applicable,No issues
BK-01376,XT-01863,Wedding Film,2023-07-02,2,Port Harcourt,NGN,3384000.0,0.0,3384000.0,False,Invoiced,Google,Not applicable,location_city_taken_from_client
BK-01377,XT-01642,Studio Rental,2023-07-03,2,Lagos,NGN,1557000.0,0.0,1557000.0,False,Postponed,Referral,Not applicable,No issues
BK-01378,XT-01870,Wedding Film,2023-07-04,2,Lagos,NGN,9397000.0,0.0,9397000.0,False,Postponed,Google,client rescheduled once,No issues
BK-01379,XT-00626,Studio Rental,2023-07-04,2,Ibadan,NGN,546000.0,0.0,546000.0,False,Completed,Instagram,Not applicable,No issues
BK-01380,XT-00432,Unknown,2023-07-04,1,Lagos,NGN,5273000.0,0.1,4745700.0,False,Completed,Google,RAW files delivered on 2 x 1TB SSD,service_type_missing
BK-01381,XT-01430,Corporate Documentary,2023-07-05,2,Lagos,NGN,5881000.0,0.05,5586950.0,False,Completed,Unknown,Not applicable,No issues
BK-01382,XT-00268,Photoshoot,2023-07-06,1,Kano,NGN,2685000.0,0.0,2685000.0,False,Postponed,Unknown,RAW files delivered on 2 x 1TB SSD,No issues
BK-01383,XT-00179,Photoshoot,2023-07-06,5,Abuja,NGN,6487000.0,0.0,6487000.0,False,Invoiced,Google,Not applicable,No issues
BK-01384,XT-00586,Music Video,2023-07-06,1,Ibadan,NGN,6786000.0,0.0,6786000.0,False,Completed,Instagram,client rescheduled once,No issues
BK-01385,XT-00047,Event Coverage,2023-07-07,1,Lagos,NGN,3953000.0,0.0,3953000.0,False,Invoiced,Referral,Not applicable,No issues
BK-01386,XT-00443,Event Coverage,2023-07-08,1,Abuja,NGN,4353000.0,0.05,4135350.0,False,Completed,Referral,drone denied by airport authority,No issues
BK-01387,XT-00519,Photoshoot,2023-07-08,1,Accra,NGN,2306000.0,0.0,2306000.0,False,Completed,Walk-in,location permit paid by client,No issues
BK-01388,XT-00864,Commercial / TVC,2023-07-08,1,Abuja,NGN,34170000.0,0.0,34170000.0,False,Completed,Walk-in,location permit paid by client,No issues
BK-01389,XT-01588,Wedding Film,2023-07-09,2,Abuja,NGN,9208000.0,0.0,9208000.0,False,Completed,Instagram,Not applicable,No issues
BK-01390,XT-00828,Event Coverage,2023-07-09,2,Ibadan,NGN,6128000.0,0.0,6128000.0,False,Completed,Instagram,"See contract, clause 4b - travel, per diem",No issues
BK-01391,XT-00500,Studio Rental,2023-07-09,1,Johannesburg,NGN,1321000.0,0.0,1321000.0,False,Completed,Agency Partner,Not applicable,No issues
BK-01392,XT-00171,Unknown,2023-07-09,1,Lagos,NGN,4455000.0,0.0,4455000.0,False,Completed,Instagram,Not applicable,"location_city_taken_from_client,service_type_missing"
BK-01393,XT-00905,Photoshoot,2023-07-10,1,Ibadan,NGN,1201000.0,0.0,1201000.0,False,Invoiced,Unknown,location permit paid by client,No issues
BK-01394,XT-00799,Commercial / TVC,2023-07-10,1,Lagos,NGN,20348000.0,0.0,20348000.0,False,Completed,Repeat Client,Not applicable,No issues
BK-01395,XT-00332,Event Coverage,2023-07-10,1,Lagos,NGN,1026000.0,0.0,1026000.0,False,Postponed,Agency Partner,client rescheduled once,No issues
BK-01396,XT-01551,Photoshoot,2023-07-10,1,Abuja,NGN,1737000.0,0.0,1737000.0,False,Cancelled,Instagram,client rescheduled once,No issues
BK-01397,XT-01553,Event Coverage,2023-07-11,1,London,NGN,1145236.88,0.0,1145236.88,True,In Production,Referral,"See contract, clause 4b - travel, per diem",No issues
BK-01398,XT-01589,Event Coverage,2023-07-11,1,Enugu,NGN,1727000.0,0.0,1727000.0,False,Completed,Repeat Client,client rescheduled once,No issues
BK-01399,XT-00725,Photoshoot,2023-07-12,1,Lagos,NGN,2075000.0,0.0,2075000.0,False,Unknown,TikTok,drone denied by airport authority,status_missing
BK-01400,XT-00754,Photoshoot,2023-07-12,1,Johannesburg,NGN,2284000.0,0.0,2284000.0,False,Completed,Google,Not applicable,No issues
BK-01401,XT-00439,Music Video,2023-07-13,1,Dubai,NGN,2138242.66,0.0,2138242.66,True,Completed,Repeat Client,client rescheduled once,No issues
BK-01402,XT-01378,Commercial / TVC,2023-07-13,1,Lagos,NGN,30918000.0,0.15,26280300.0,False,Completed,Repeat Client,"See contract, clause 4b - travel, per diem",No issues
BK-01403,XT-01317,Corporate Documentary,2023-07-13,1,Lagos,NGN,13982000.0,0.0,13982000.0,False,Completed,Agency Partner,drone denied by airport authority,No issues
BK-01404,XT-00516,Studio Rental,2023-07-13,1,Lagos,NGN,769000.0,0.0,769000.0,False,Postponed,TikTok,RAW files delivered on 2 x 1TB SSD,No issues
BK-01405,XT-01670,Photoshoot,2023-07-13,1,Port Harcourt,NGN,558000.0,0.0,558000.0,False,Completed,Unknown,"Overtime: crew stayed till 2am, billed separately",location_city_taken_from_client
BK-01406,XT-00011,Photoshoot,2023-07-14,1,Enugu,NGN,2895000.0,0.0,2895000.0,False,Completed,Unknown,"See contract, clause 4b - travel, per diem",No issues
BK-01407,XT-01510,Photoshoot,2023-07-14,1,Lagos,NGN,3248000.0,0.0,3248000.0,False,Completed,Walk-in,Not applicable,No issues
BK-01408,XT-00318,Photoshoot,2023-07-14,1,Abuja,NGN,1246000.0,0.0,1246000.0,False,Completed,Agency Partner,drone denied by airport authority,No issues
BK-01409,XT-00426,Photoshoot,2023-07-15,1,Port Harcourt,NGN,1226000.0,0.0,1226000.0,False,Completed,Agency Partner,Not applicable,No issues
BK-01410,XT-01618,Photoshoot,2023-07-15,1,Abuja,NGN,1364000.0,0.0,1364000.0,False,Completed,Instagram,Not applicable,No issues
BK-01411,XT-01231,Short Film,2023-07-15,1,Lagos,NGN,15668000.0,0.0,15668000.0,False,Completed,Unknown,"See contract, clause 4b - travel, per diem",location_city_taken_from_client
BK-01412,XT-00771,Event Coverage,2023-07-15,1,Abuja,NGN,2843000.0,0.0,2843000.0,False,Completed,Instagram,Not applicable,No issues
BK-01413,XT-01426,Wedding Film,2023-07-16,1,Lagos,NGN,4294000.0,0.0,4294000.0,False,Completed,Walk-in,Not applicable,location_city_taken_from_client
BK-01414,XT-01119,Unknown,2023-07-16,2,Lagos,NGN,14814000.0,0.1,13332600.0,False,Completed,Unknown,Not applicable,service_type_missing
BK-01415,XT-00672,Event Coverage,2023-07-16,1,Nairobi,NGN,829000.0,0.0,829000.0,False,Postponed,TikTok,"See contract, clause 4b - travel, per diem",No issues
BK-01416,XT-01122,Corporate Documentary,2023-07-16,1,Port Harcourt,NGN,13967000.0,0.0,13967000.0,False,Completed,Unknown,client rescheduled once,No issues
BK-01417,XT-00558,Studio Rental,2023-07-16,3,Lagos,NGN,1919000.0,0.1,1727100.0,False,Cancelled,Referral,Not applicable,No issues
BK-01418,XT-01079,Photoshoot,2023-07-16,3,Port Harcourt,NGN,5723000.0,0.0,5723000.0,False,Unknown,TikTok,"half payment received, balance pending","location_city_taken_from_client,status_missing"
BK-01419,XT-01153,Photoshoot,2023-07-17,1,Abuja,NGN,2057000.0,0.0,2057000.0,False,Completed,Agency Partner,RAW files delivered on 2 x 1TB SSD,No issues
BK-01420,XT-00313,Commercial / TVC,2023-07-18,1,Kano,NGN,18706000.0,0.05,17770700.0,False,Cancelled,Google,client rescheduled once,No issues
BK-01421,XT-00792,Unknown,2023-07-18,1,Johannesburg,NGN,1485000.0,0.0,1485000.0,False,Invoiced,Referral,Not applicable,service_type_missing
BK-01422,XT-01414,Event Coverage,2023-07-19,3,Lagos,NGN,7392000.0,0.05,7022400.0,False,Completed,Referral,client rescheduled once,No issues
BK-01423,XT-01243,Event Coverage,2023-07-19,3,Lagos,NGN,7775000.0,0.0,7775000.0,False,Completed,Repeat Client,RAW files delivered on 2 x 1TB SSD,location_city_taken_from_client
BK-01424,XT-00657,Event Coverage,2023-07-19,2,Abuja,NGN,1591000.0,0.0,1591000.0,False,Completed,Google,location permit paid by client,No issues
BK-01425,XT-00504,Wedding Film,2023-07-19,1,Lagos,NGN,4870000.0,0.0,4870000.0,False,Completed,Instagram,RAW files delivered on 2 x 1TB SSD,location_city_taken_from_client
BK-01426,XT-01826,Wedding Film,2023-07-19,1,Dubai,NGN,4461596.26,0.0,4461596.26,True,Postponed,TikTok,drone denied by airport authority,No issues
BK-01427,XT-00719,Wedding Film,2023-07-20,4,Abuja,NGN,12230000.0,0.0,12230000.0,False,Completed,Unknown,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01428,XT-01303,Wedding Film,2023-07-20,1,Lagos,NGN,5639000.0,0.0,5639000.0,False,Completed,Unknown,drone denied by airport authority,No issues
BK-01429,XT-01114,Corporate Documentary,2023-07-21,5,Abuja,NGN,15345000.0,0.0,15345000.0,False,Completed,Instagram,RAW files delivered on 2 x 1TB SSD,No issues
BK-01430,XT-00453,Studio Rental,2023-07-21,2,Nairobi,NGN,1565000.0,0.0,1565000.0,False,Cancelled,Agency Partner,Not applicable,location_city_taken_from_client
BK-01431,XT-01205,Short Film,2023-07-22,1,Enugu,NGN,19895000.0,0.0,19895000.0,False,Completed,Walk-in,"half payment received, balance pending",No issues
BK-01432,XT-00018,Wedding Film,2023-07-23,4,Abuja,NGN,12503000.0,0.0,12503000.0,False,Completed,Referral,"half payment received, balance pending",No issues
BK-01433,XT-01171,Event Coverage,2023-07-23,1,Accra,NGN,2188000.0,0.0,2188000.0,False,Completed,TikTok,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01434,XT-01290,Wedding Film,2023-07-23,3,Lagos,NGN,11133000.0,0.0,11133000.0,False,Completed,Agency Partner,Not applicable,No issues
BK-01435,XT-00927,Short Film,2023-07-24,1,Dubai,NGN,14818114.0,0.0,14818114.0,True,Completed,Unknown,"See contract, clause 4b - travel, per diem",No issues
BK-01436,XT-01893,Event Coverage,2023-07-24,1,Kano,NGN,4016000.0,0.0,4016000.0,False,Completed,Referral,Not applicable,No issues
BK-01437,XT-00684,Short Film,2023-07-24,1,Abuja,NGN,17612000.0,0.0,17612000.0,False,In Production,Agency Partner,Not applicable,No issues
BK-01438,XT-01583,Event Coverage,2023-07-24,1,Nairobi,NGN,2140000.0,0.0,2140000.0,False,In Production,Unknown,Not applicable,No issues
BK-01439,XT-01025,Unknown,2023-07-25,1,Lagos,NGN,3151000.0,0.0,3151000.0,False,Completed,Google,Not applicable,service_type_missing
BK-01440,XT-01337,Short Film,2023-07-25,1,Port Harcourt,NGN,17304000.0,0.0,17304000.0,False,Invoiced,Unknown,Not applicable,No issues
BK-01441,XT-00591,Corporate Documentary,2023-07-25,1,London,NGN,4113021.6,0.0,4113021.6,True,Completed,Walk-in,"half payment received, balance pending",No issues
BK-01442,XT-00893,Photoshoot,2023-07-25,3,Enugu,NGN,3827000.0,0.0,3827000.0,False,Completed,Google,Not applicable,No issues
BK-01443,XT-01430,Photoshoot,2023-07-25,1,Lagos,NGN,3382000.0,0.0,3382000.0,False,Postponed,Repeat Client,Not applicable,No issues
BK-01444,XT-01551,Music Video,2023-07-25,1,Abuja,NGN,17171000.0,0.05,16312450.0,False,Completed,Google,location permit paid by client,No issues
BK-01445,XT-01894,Commercial / TVC,2023-07-26,1,Lagos,NGN,19786000.0,0.0,19786000.0,False,Cancelled,Google,Not applicable,No issues
BK-01446,XT-00748,Event Coverage,2023-07-27,1,Atlanta,NGN,970404.87,0.0,970404.87,True,In Production,Walk-in,location permit paid by client,No issues
BK-01447,XT-00355,Photoshoot,2023-07-27,5,Atlanta,NGN,5867045.55,0.05,5573693.27,True,In Production,Referral,Not applicable,No issues
BK-01448,XT-00543,Music Video,2023-07-28,2,Lagos,NGN,18988000.0,0.0,18988000.0,False,Completed,Referral,drone denied by airport authority,No issues
BK-01449,XT-01640,Event Coverage,2023-07-28,1,London,NGN,2077342.2,0.0,2077342.2,True,Completed,Repeat Client,Not applicable,No issues
BK-01450,XT-01559,Music Video,2023-07-29,1,Lagos,NGN,18898000.0,0.0,18898000.0,False,Completed,Referral,location permit paid by client,No issues
BK-01451,XT-01806,Wedding Film,2023-07-29,1,Port Harcourt,NGN,6015000.0,0.0,6015000.0,False,Invoiced,Unknown,Not applicable,No issues
BK-01452,XT-01613,Photoshoot,2023-07-29,1,Abuja,NGN,2244000.0,0.0,2244000.0,False,In Production,Agency Partner,Not applicable,No issues
BK-01453,XT-00447,Corporate Documentary,2023-07-29,1,Johannesburg,NGN,14114000.0,0.1,12702600.0,False,Completed,TikTok,drone denied by airport authority,No issues
BK-01454,XT-01712,Photoshoot,2023-07-29,2,Lagos,NGN,751000.0,0.0,751000.0,False,Cancelled,Unknown,"See contract, clause 4b - travel, per diem",No issues
BK-01455,XT-00952,Photoshoot,2023-07-29,1,Dubai,NGN,1903031.22,0.0,1903031.22,True,Completed,Instagram,"Client said ""make it cinematic, like Nolan""",fx_rate_carried_from_earlier_day
BK-01456,XT-01068,Event Coverage,2023-07-30,2,Lagos,NGN,1906000.0,0.0,1906000.0,False,Completed,Walk-in,Not applicable,No issues
BK-01457,XT-01072,Music Video,2023-07-30,1,Lagos,NGN,18402000.0,0.0,18402000.0,False,Completed,Referral,Not applicable,No issues
BK-01458,XT-01506,Photoshoot,2023-07-30,1,London,NGN,1282310.0,0.0,1282310.0,True,Completed,Walk-in,Not applicable,fx_rate_carried_from_earlier_day
BK-01459,XT-01006,Corporate Documentary,2023-07-31,4,Lagos,NGN,25073000.0,0.0,25073000.0,False,Completed,Instagram,Not applicable,No issues
BK-01460,XT-01130,Commercial / TVC,2023-07-31,1,Abuja,NGN,15041000.0,0.15,12784850.0,False,Completed,Google,Not applicable,No issues
BK-01461,XT-00664,Studio Rental,2023-08-01,2,Abuja,NGN,1567000.0,0.0,1567000.0,False,Completed,Instagram,"half payment received, balance pending",No issues
BK-01462,XT-01627,Music Video,2023-08-01,1,Lagos,NGN,5994000.0,0.0,5994000.0,False,Completed,Google,drone denied by airport authority,No issues
BK-01463,XT-01347,Corporate Documentary,2023-08-02,2,Abuja,NGN,10170000.0,0.0,10170000.0,False,Completed,TikTok,RAW files delivered on 2 x 1TB SSD,No issues
BK-01464,XT-00453,Photoshoot,2023-08-02,1,Nairobi,NGN,2145000.0,0.0,2145000.0,False,In Production,Referral,Not applicable,No issues
BK-01465,XT-00192,Music Video,2023-08-02,2,Accra,NGN,15364000.0,0.0,15364000.0,False,Cancelled,Walk-in,Not applicable,No issues
BK-01466,XT-00206,Event Coverage,2023-08-02,1,Johannesburg,NGN,2209000.0,0.0,2209000.0,False,Completed,Unknown,Not applicable,No issues
BK-01467,XT-00691,Music Video,2023-08-02,1,Ibadan,NGN,8180000.0,0.0,8180000.0,False,Cancelled,Repeat Client,Not applicable,No issues
BK-01468,XT-01243,Photoshoot,2023-08-03,1,Lagos,NGN,1785000.0,0.0,1785000.0,False,Completed,Unknown,"Client said ""make it cinematic, like Nolan""",No issues
BK-01469,XT-00580,Music Video,2023-08-03,1,Lagos,NGN,4085000.0,0.0,4085000.0,False,Completed,Unknown,drone denied by airport authority,No issues
BK-01470,XT-00609,Wedding Film,2023-08-04,1,Nairobi,NGN,6601000.0,0.0,6601000.0,False,Completed,Referral,Not applicable,No issues
BK-01471,XT-00017,Photoshoot,2023-08-04,1,Abuja,NGN,2259000.0,0.0,2259000.0,False,Completed,Google,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01472,XT-00194,Wedding Film,2023-08-04,3,Lagos,NGN,3793000.0,0.0,3793000.0,False,Invoiced,Walk-in,Not applicable,location_city_taken_from_client
BK-01473,XT-00925,Photoshoot,2023-08-05,1,Lagos,NGN,2757000.0,0.0,2757000.0,False,In Production,Unknown,Not applicable,No issues
BK-01474,XT-00753,Corporate Documentary,2023-08-05,1,Lagos,NGN,12494000.0,0.0,12494000.0,False,Completed,Repeat Client,"See contract, clause 4b - travel, per diem",No issues
BK-01475,XT-00966,Music Video,2023-08-05,2,Dubai,NGN,19939177.33,0.0,19939177.33,True,Completed,TikTok,Not applicable,fx_rate_carried_from_earlier_day
BK-01476,XT-01297,Corporate Documentary,2023-08-05,1,Abuja,NGN,10343000.0,0.0,10343000.0,False,Completed,Walk-in,Not applicable,No issues
BK-01477,XT-00802,Photoshoot,2023-08-06,1,London,NGN,2064336.16,0.15,1754685.74,True,Completed,Repeat Client,RAW files delivered on 2 x 1TB SSD,fx_rate_carried_from_earlier_day
BK-01478,XT-00246,Wedding Film,2023-08-06,2,Abuja,NGN,3019000.0,0.0,3019000.0,False,In Production,Instagram,"Overtime: crew stayed till 2am, billed separately",shoot_days_counted_from_timesheets
BK-01479,XT-00731,Commercial / TVC,2023-08-06,5,Abuja,NGN,19316000.0,0.0,19316000.0,False,In Production,Walk-in,Not applicable,No issues
BK-01480,XT-00307,Music Video,2023-08-06,1,Dubai,NGN,9562442.11,0.0,9562442.11,True,Completed,Repeat Client,location permit paid by client,"location_city_taken_from_client,fx_rate_carried_from_earlier_day"
BK-01481,XT-01195,Wedding Film,2023-08-06,1,Lagos,NGN,6206000.0,0.0,6206000.0,False,Completed,Agency Partner,RAW files delivered on 2 x 1TB SSD,No issues
BK-01482,XT-00644,Music Video,2023-08-06,1,Johannesburg,NGN,14750000.0,0.0,14750000.0,False,Completed,Google,RAW files delivered on 2 x 1TB SSD,No issues
BK-01483,XT-00135,Unknown,2023-08-06,3,Lagos,NGN,4312000.0,0.0,4312000.0,False,Completed,Referral,"See contract, clause 4b - travel, per diem",service_type_missing
BK-01484,XT-00759,Commercial / TVC,2023-08-06,2,Enugu,NGN,31396000.0,0.0,31396000.0,False,Completed,Walk-in,"See contract, clause 4b - travel, per diem",No issues
BK-01485,XT-01514,Wedding Film,2023-08-06,2,Lagos,NGN,5498000.0,0.0,5498000.0,False,Completed,Instagram,Not applicable,No issues
BK-01486,XT-00406,Short Film,2023-08-07,1,Port Harcourt,NGN,16270000.0,0.0,16270000.0,False,Unknown,Agency Partner,client rescheduled once,status_missing
BK-01487,XT-01049,Commercial / TVC,2023-08-07,1,London,NGN,13185356.8,0.05,12526088.96,True,Completed,Agency Partner,Not applicable,No issues
BK-01488,XT-01333,Event Coverage,2023-08-07,1,London,NGN,2910049.45,0.0,2910049.45,True,Completed,Instagram,Not applicable,No issues
BK-01489,XT-01524,Corporate Documentary,2023-08-07,2,Lagos,NGN,18749000.0,0.0,18749000.0,False,Cancelled,Unknown,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01490,XT-00903,Photoshoot,2023-08-08,1,London,NGN,1110900.01,0.0,1110900.01,True,Completed,Referral,Not applicable,No issues
BK-01491,XT-00080,Photoshoot,2023-08-08,1,Lagos,NGN,779000.0,0.0,779000.0,False,Completed,Agency Partner,location permit paid by client,No issues
BK-01492,XT-00967,Commercial / TVC,2023-08-08,1,Enugu,NGN,42747000.0,0.0,42747000.0,False,Completed,Referral,Not applicable,No issues
BK-01493,XT-01265,Wedding Film,2023-08-08,3,Dubai,NGN,6363711.9,0.0,6363711.9,True,Completed,Unknown,location permit paid by client,No issues
BK-01494,XT-00138,Photoshoot,2023-08-09,1,Abuja,NGN,2065000.0,0.0,2065000.0,False,Completed,TikTok,RAW files delivered on 2 x 1TB SSD,No issues
BK-01495,XT-01350,Unknown,2023-08-09,1,Accra,NGN,1356000.0,0.0,1356000.0,False,In Production,Walk-in,"See contract, clause 4b - travel, per diem",service_type_missing
BK-01496,XT-00144,Wedding Film,2023-08-09,1,Lagos,NGN,6326000.0,0.0,6326000.0,False,Completed,Repeat Client,Not applicable,No issues
BK-01497,XT-01358,Photoshoot,2023-08-09,1,Abuja,NGN,2325000.0,0.0,2325000.0,False,Cancelled,Agency Partner,Not applicable,No issues
BK-01498,XT-00936,Event Coverage,2023-08-09,1,Port Harcourt,NGN,2271000.0,0.0,2271000.0,False,Completed,Referral,Not applicable,No issues
BK-01499,XT-00958,Studio Rental,2023-08-09,1,Lagos,NGN,460000.0,0.0,460000.0,False,Cancelled,Google,Not applicable,No issues
BK-01500,XT-01251,Wedding Film,2023-08-09,2,Ibadan,NGN,5006000.0,0.15,4255100.0,False,In Production,Referral,Not applicable,No issues
BK-01501,XT-00466,Event Coverage,2023-08-10,1,Accra,NGN,4883000.0,0.0,4883000.0,False,Unknown,Unknown,"Client said ""make it cinematic, like Nolan""",status_missing
BK-01502,XT-01178,Commercial / TVC,2023-08-11,4,Lagos,NGN,54787000.0,0.0,54787000.0,False,Cancelled,Instagram,Not applicable,No issues
BK-01503,XT-00125,Wedding Film,2023-08-11,1,Lagos,NGN,2661000.0,0.0,2661000.0,False,Completed,TikTok,Not applicable,No issues
BK-01504,XT-01896,Wedding Film,2023-08-11,1,Kano,NGN,4910000.0,0.0,4910000.0,False,In Production,Walk-in,"See contract, clause 4b - travel, per diem",No issues
BK-01505,XT-01119,Studio Rental,2023-08-12,1,Lagos,NGN,733000.0,0.1,659700.0,False,Cancelled,Walk-in,"Client said ""make it cinematic, like Nolan""",No issues
BK-01506,XT-00052,Studio Rental,2023-08-13,4,Lagos,NGN,1696000.0,0.0,1696000.0,False,Completed,TikTok,Not applicable,No issues
BK-01507,XT-01790,Short Film,2023-08-13,1,Lagos,NGN,20796000.0,0.0,20796000.0,False,Completed,Unknown,client rescheduled once,No issues
BK-01508,XT-01841,Wedding Film,2023-08-13,4,Abuja,NGN,11744000.0,0.0,11744000.0,False,Unknown,Referral,Not applicable,status_missing
BK-01509,XT-01447,Corporate Documentary,2023-08-13,1,Port Harcourt,NGN,4554000.0,0.0,4554000.0,False,Completed,Unknown,location permit paid by client,No issues
BK-01510,XT-00597,Photoshoot,2023-08-13,1,Abuja,NGN,2977000.0,0.0,2977000.0,False,Invoiced,Google,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01511,XT-00974,Photoshoot,2023-08-13,3,Lagos,NGN,2054000.0,0.0,2054000.0,False,Completed,Repeat Client,Not applicable,shoot_days_counted_from_timesheets
