session_id	session_start_utc	session_date_lagos	visitor_id	source	channel	medium	campaign	gclid	device	country	landing_page	page_views	duration_seconds	user_agent	is_new_visitor	converted	transaction_id	revenue_ngn	is_bot	is_spam
S000169424	2025-03-24T19:21:26Z	2025-03-24	u007457	ig	Instagram	paid	brand_always_on	Cj0KCQ5342938875	Desktop	United Kingdom	/portfolio	6	493	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169425	2025-03-24T14:56:37Z	2025-03-24	u032338	referral	Referral / Other	paid	harmattan_drop	Cj0KCQ5678133846	Tablet	Nigeria	/	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000169426	2025-03-24T12:16:23Z	2025-03-24	u026070	linkedin	Referral / Other	referral	showreel_push	Not applicable	Tablet	Nigeria	/shop	9	475	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169427	2025-03-24T09:10:45Z	2025-03-24	u058816	tik tok	TikTok	social	Not applicable	Not applicable	Mobile	Nigeria	/rates	1	0	SemrushBot/7~bl	False	False	Not applicable	0.0	True	False
S000169428	2025-03-24T12:51:42Z	2025-03-24	u064234	ig	Instagram	none	harmattan_drop	Not applicable	Mobile	South Africa	/about	1	56	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169429	2025-03-24T06:09:11Z	2025-03-24	u076603	linkedin	Referral / Other	email	wedding_season_23	Not applicable	Mobile	Nigeria	/shop/harmattan-drop	2	77	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169430	2025-03-24T18:36:04Z	2025-03-24	u060408	(direct)	Direct	paid	blackfriday24	Cj0KCQ9696479287	Tablet	Nigeria	/weddings	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169431	2025-03-24T01:05:04Z	2025-03-24	u085395	instagram	Instagram	paid	wedding_season_24	Cj0KCQ4179342745	Mobile	Nigeria	/shop/harmattan-drop	2	64	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169432	2025-03-24T18:32:42Z	2025-03-24	u089127	facebook	Facebook / Meta	none	harmattan_drop	Not applicable	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	3	235	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169433	2025-03-24T07:39:12Z	2025-03-24	u029772	google	Google	email	Not applicable	Not applicable	Mobile	United States	/	2	64	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169434	2025-03-24T22:49:22Z	2025-03-24	u015546	x.com	Referral / Other	paid	harmattan_drop	Cj0KCQ7687207865	Desktop	Nigeria	/shop	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000169435	2025-03-24T07:15:30Z	2025-03-24	u010758	x.com	Referral / Other	paid	wedding_season_23	Cj0KCQ4463473932	Tablet	Nigeria	/rates	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169436	2025-03-24T06:18:51Z	2025-03-24	u075706	(direct)	Direct	email	black_friday	Not applicable	Tablet	Kenya	/about	2	115	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169437	2025-03-24T19:10:41Z	2025-03-24	u039870	meta	Facebook / Meta	paid	retarget_q4	Cj0KCQ8103852040	Mobile	United Kingdom	/about	3	231	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169438	2025-03-24T16:45:03Z	2025-03-24	u071559	tik tok	TikTok	organic	brand_always_on	Not applicable	Mobile	Nigeria	/shop/harmattan-drop	60	0	Mozilla/5.0 (compatible; SEMrush spider)	True	False	Not applicable	0.0	True	False
S000169439	2025-03-24T14:46:35Z	2025-03-24	u042429	email	Email	email	harmattan_drop	Not applicable	Desktop	Nigeria	/shop	3	69	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000169440	2025-03-24T19:08:16Z	2025-03-24	u001509	tik tok	TikTok	paid	retarget_q4	Cj0KCQ6965190643	Mobile	Canada	/commercial	9	748	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000169441	2025-03-24T12:46:13Z	2025-03-24	u082930	vimeo	Referral / Other	social	brand_always_on	Not applicable	Mobile	Nigeria	/commercial	1	17	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000169442	2025-03-24T08:51:42Z	2025-03-24	u032568	vimeo	Referral / Other	social	lagos_nights_launch	Not applicable	Tablet	Canada	/blog/5-tips-for-your-wedding-film	1	85	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169443	2025-03-24T22:52:10Z	2025-03-24	u052641	vimeo	Referral / Other	paid	wedding_season_24	Cj0KCQ8978137570	Desktop	Nigeria	/weddings	3	191	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000169444	2025-03-24T11:03:24Z	2025-03-24	u026430	(direct)	Direct	email	retarget_q4	Not applicable	Mobile	United Kingdom	/portfolio	1	93	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000169445	2025-03-24T10:36:00Z	2025-03-24	u077245	email	Email	referral	showreel_push	Not applicable	Tablet	Nigeria	/shop	2	97	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169446	2025-03-24T17:22:31Z	2025-03-24	u060823	direct	Direct	social	harmattan_drop	Not applicable	Desktop	Nigeria	/shop	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000169447	2025-03-24T07:47:50Z	2025-03-24	u012317	twitter	Referral / Other	paid	harmattan_drop	Cj0KCQ7292601932	Mobile	Nigeria	/contact	2	48	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000169448	2025-03-24T07:55:31Z	2025-03-24	u016020	facebook	Facebook / Meta	email	black_friday	Not applicable	Mobile	Canada	/commercial	2	94	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000169449	2025-03-24T15:27:24Z	2025-03-24	u006589	youtube	YouTube	none	brand_always_on	Not applicable	Mobile	Ghana	/blog/5-tips-for-your-wedding-film	4	93	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000169450	2025-03-24T03:40:40Z	2025-03-24	u026044	direct	Direct	none	Not applicable	Not applicable	Mobile	Nigeria	/	2	173	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000169451	2025-03-24T18:30:30Z	2025-03-24	u048027	vimeo	Referral / Other	email	harmattan_drop	Not applicable	Desktop	Nigeria	/rates	1	0	python-requests/2.31.0	False	False	Not applicable	0.0	True	False
S000169452	2025-03-24T01:19:25Z	2025-03-24	u028309	fb	Facebook / Meta	paid	brand_always_on	Cj0KCQ8988010737	Tablet	Nigeria	/commercial	4	318	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169453	2025-03-24T16:15:06Z	2025-03-24	u009779	facebook	Facebook / Meta	social	showreel_push	Not applicable	Mobile	Nigeria	/	1	30	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169454	2025-03-24T06:13:50Z	2025-03-24	u023388	referral	Referral / Other	social	wedding_season_23	Not applicable	Mobile	Nigeria	/weddings	6	146	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169455	2025-03-24T20:59:12Z	2025-03-24	u037500	tiktok	TikTok	none	showreel_push	Not applicable	Tablet	South Africa	/portfolio	3	137	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169456	2025-03-24T11:39:42Z	2025-03-24	u073666	tik tok	TikTok	paid	showreel_push	Cj0KCQ2959794059	Mobile	United Kingdom	/commercial	40	0	Mozilla/5.0 (compatible; SEMrush spider)	False	False	Not applicable	0.0	True	False
S000169457	2025-03-24T13:47:37Z	2025-03-24	u047218	(direct)	Direct	social	Not applicable	Not applicable	Mobile	Nigeria	/portfolio	2	75	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000169458	2025-03-24T17:21:34Z	2025-03-24	u008452	linkedin	Referral / Other	social	wedding_season_23	Not applicable	Mobile	United States	/booking	6	519	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000169459	2025-03-24T20:37:11Z	2025-03-24	u019195	google	Google	paid	Not applicable	Cj0KCQ4762194776	Mobile	United Kingdom	/commercial	60	0	Mozilla/5.0 (compatible; AhrefsBot/7.0)	True	False	Not applicable	0.0	True	False
S000169460	2025-03-24T19:40:45Z	2025-03-24	u009931	tiktok	TikTok	social	blackfriday24	Not applicable	Tablet	South Africa	/contact	3	210	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169461	2025-03-24T19:10:37Z	2025-03-24	u010360	email	Email	social	lagos_nights_launch	Not applicable	Mobile	Nigeria	/portfolio	1	82	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000169462	2025-03-24T08:29:08Z	2025-03-24	u006288	x.com	Referral / Other	paid	showreel_push	Cj0KCQ9184545949	Desktop	Nigeria	/shop	1	54	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169463	2025-03-24T07:47:54Z	2025-03-24	u041705	tiktok	TikTok	paid	retarget_q4	Cj0KCQ5838195050	Mobile	United States	/weddings	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169464	2025-03-24T03:57:09Z	2025-03-24	u067263	tiktok	TikTok	referral	retarget_q4	Not applicable	Desktop	Nigeria	/contact	3	193	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000169465	2025-03-24T06:50:08Z	2025-03-24	u084635	vimeo	Referral / Other	paid	wedding_season_23	Cj0KCQ1745018429	Desktop	Nigeria	/commercial	9	154	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169466	2025-03-24T20:59:21Z	2025-03-24	u048695	fb	Facebook / Meta	referral	blackfriday24	Not applicable	Mobile	Nigeria	/shop	1	86	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169467	2025-03-24T15:00:42Z	2025-03-24	u087798	fb	Facebook / Meta	none	brand_always_on	Not applicable	Tablet	Nigeria	/shop	1	71	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000169468	2025-03-24T07:07:56Z	2025-03-24	u069099	referral	Referral / Other	paid	lagos_nights_launch	Cj0KCQ5031132785	Tablet	Nigeria	/blog/5-tips-for-your-wedding-film	1	40	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000169469	2025-03-24T16:31:23Z	2025-03-24	u026714	meta	Facebook / Meta	paid	wedding_season_24	Cj0KCQ6489324630	Mobile	Nigeria	/	6	492	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169470	2025-03-24T13:55:06Z	2025-03-24	u071260	youtube	YouTube	social	harmattan_drop	Not applicable	Mobile	Nigeria	/	2	56	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169471	2025-03-24T03:45:34Z	2025-03-24	u018468	fb	Facebook / Meta	paid	retarget_q4	Cj0KCQ7880363268	Desktop	United Kingdom	/	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169472	2025-03-24T14:23:41Z	2025-03-24	u054035	vimeo	Referral / Other	social	Not applicable	Not applicable	Desktop	South Africa	/portfolio	1	86	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169473	2025-03-24T06:10:31Z	2025-03-24	u014450	email	Email	social	brand_always_on	Not applicable	Desktop	Nigeria	/shop/harmattan-drop	40	0	curl/8.1.2	True	False	Not applicable	0.0	True	False
S000169474	2025-03-24T14:59:45Z	2025-03-24	u088746	google	Google	social	harmattan_drop	Not applicable	Mobile	Nigeria	/portfolio	1	73	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000169475	2025-03-24T16:40:36Z	2025-03-24	u016947	behance	Referral / Other	paid	lagos_nights_launch	Cj0KCQ6593410599	Desktop	South Africa	/booking	1	22	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000169476	2025-03-24T10:52:54Z	2025-03-24	u067064	x.com	Referral / Other	social	lagos_nights_launch	Not applicable	Tablet	Nigeria	/shop	9	468	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000169477	2025-03-24T17:51:08Z	2025-03-24	u063833	google	Google	referral	Not applicable	Not applicable	Mobile	Nigeria	/	3	253	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169478	2025-03-24T09:23:58Z	2025-03-24	u029515	instagram	Instagram	paid	retarget_q4	Cj0KCQ9313201805	Tablet	Nigeria	/about	3	118	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169479	2025-03-24T19:50:49Z	2025-03-24	u034041	tik tok	TikTok	email	brand_always_on	Not applicable	Desktop	United States	/contact	4	261	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169480	2025-03-24T16:16:12Z	2025-03-24	u010074	twitter	Referral / Other	organic	lagos_nights_launch	Not applicable	Desktop	Nigeria	/commercial	1	0	Mozilla/5.0 (compatible; AhrefsBot/7.0)	False	False	Not applicable	0.0	True	False
S000169481	2025-03-24T11:24:58Z	2025-03-24	u022513	ig	Instagram	none	retarget_q4	Not applicable	Desktop	United Kingdom	/about	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169482	2025-03-24T17:30:38Z	2025-03-24	u018493	instagram	Instagram	paid	Not applicable	Cj0KCQ7810281813	Mobile	Kenya	/weddings	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000169483	2025-03-24T20:34:38Z	2025-03-24	u000997	direct	Direct	none	Not applicable	Not applicable	Tablet	Nigeria	/	6	223	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169484	2025-03-24T21:36:19Z	2025-03-24	u083109	youtube	YouTube	none	retarget_q4	Not applicable	Desktop	Ghana	/commercial	2	145	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169485	2025-03-24T09:53:45Z	2025-03-24	u025337	vimeo	Referral / Other	social	brand_always_on	Not applicable	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	6	186	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169486	2025-03-24T15:20:59Z	2025-03-24	u064840	google	Google	none	brand_always_on	Not applicable	Mobile	Ghana	/commercial	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169487	2025-03-24T15:00:31Z	2025-03-24	u062473	tik tok	TikTok	paid	Not applicable	Cj0KCQ6379439676	Mobile	Nigeria	/shop/harmattan-drop	9	587	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000169488	2025-03-24T16:38:49Z	2025-03-24	u054584	fb	Facebook / Meta	none	harmattan_drop	Not applicable	Desktop	Nigeria	/portfolio	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169489	2025-03-24T13:06:29Z	2025-03-24	u018102	vimeo	Referral / Other	email	retarget_q4	Not applicable	Desktop	Nigeria	/rates	1	89	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169490	2025-03-24T17:12:32Z	2025-03-24	u067881	google.com	Google	paid	showreel_push	Cj0KCQ2839754935	Mobile	Ghana	/portfolio	1	93	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000169491	2025-03-24T18:28:07Z	2025-03-24	u038177	referral	Referral / Other	paid	wedding_season_24	Cj0KCQ4744904668	Mobile	Nigeria	/portfolio	1	0	python-requests/2.31.0	False	False	Not applicable	0.0	True	False
S000169492	2025-03-24T13:45:40Z	2025-03-24	u056751	yt	YouTube	none	harmattan_drop	Not applicable	Desktop	United Kingdom	/shop	6	327	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169493	2025-03-24T08:03:51Z	2025-03-24	u000382	linkedin	Referral / Other	social	blackfriday24	Not applicable	Mobile	Nigeria	/shop	40	0	Mozilla/5.0 (compatible; AhrefsBot/7.0)	False	False	Not applicable	0.0	True	False
S000169494	2025-03-24T15:20:14Z	2025-03-24	u025842	behance	Referral / Other	none	black_friday	Not applicable	Desktop	Unknown	/about	2	131	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169495	2025-03-24T08:18:05Z	2025-03-24	u089566	google	Google	paid	wedding_season_23	Cj0KCQ8427871271	Desktop	South Africa	/blog/5-tips-for-your-wedding-film	3	193	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169496	2025-03-24T10:43:04Z	2025-03-24	u068034	x.com	Referral / Other	social	wedding_season_23	Not applicable	Mobile	Ghana	/weddings	9	420	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169497	2025-03-24T19:40:15Z	2025-03-24	u025852	meta	Facebook / Meta	social	Not applicable	Not applicable	Desktop	Nigeria	/about	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169498	2025-03-24T10:45:05Z	2025-03-24	u074109	tiktok	TikTok	social	wedding_season_23	Not applicable	Mobile	Nigeria	/portfolio	9	660	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169499	2025-03-24T17:50:43Z	2025-03-24	u020300	google	Google	social	blackfriday24	Not applicable	Mobile	United States	/portfolio	3	49	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169500	2025-03-24T04:02:21Z	2025-03-24	u030449	fb	Facebook / Meta	referral	harmattan_drop	Not applicable	Tablet	Nigeria	/blog/5-tips-for-your-wedding-film	1	0	SemrushBot/7~bl	True	False	Not applicable	0.0	True	False
S000169501	2025-03-24T19:47:15Z	2025-03-24	u078955	fb	Facebook / Meta	paid	blackfriday24	Cj0KCQ8360133293	Tablet	Nigeria	/booking	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169502	2025-03-24T18:57:50Z	2025-03-24	u074281	meta	Facebook / Meta	organic	Not applicable	Not applicable	Tablet	United States	/portfolio	4	376	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169503	2025-03-24T18:51:11Z	2025-03-24	u084033	ig	Instagram	none	showreel_push	Not applicable	Mobile	Nigeria	/about	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169504	2025-03-24T22:30:56Z	2025-03-24	u043590	ig	Instagram	paid	blackfriday24	Cj0KCQ4800777155	Tablet	Nigeria	/blog/5-tips-for-your-wedding-film	1	85	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169505	2025-03-24T07:50:22Z	2025-03-24	u077233	google	Google	none	brand_always_on	Not applicable	Mobile	United Kingdom	/shop	2	48	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169506	2025-03-24T07:16:00Z	2025-03-24	u038151	meta	Facebook / Meta	email	harmattan_drop	Not applicable	Mobile	Nigeria	/commercial	6	534	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169507	2025-03-24T07:33:11Z	2025-03-24	u010479	yt	YouTube	email	Not applicable	Not applicable	Desktop	Nigeria	/contact	6	118	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000169508	2025-03-24T13:42:13Z	2025-03-24	u003444	email	Email	social	retarget_q4	Not applicable	Tablet	Nigeria	/	1	27	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000169509	2025-03-24T09:23:03Z	2025-03-24	u052153	facebook	Facebook / Meta	paid	Not applicable	Cj0KCQ9682674402	Mobile	Nigeria	/commercial	3	133	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169510	2025-03-24T15:06:52Z	2025-03-24	u073541	(direct)	Direct	organic	lagos_nights_launch	Not applicable	Mobile	Nigeria	/	6	329	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169511	2025-03-24T11:59:19Z	2025-03-24	u084348	direct	Direct	paid	harmattan_drop	Cj0KCQ9390652214	Desktop	United Kingdom	/shop	4	175	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000169512	2025-03-24T17:14:32Z	2025-03-24	u038333	facebook	Facebook / Meta	paid	black_friday	Cj0KCQ7798910949	Tablet	Nigeria	/about	3	140	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169513	2025-03-24T18:25:14Z	2025-03-24	u067944	email	Email	none	lagos_nights_launch	Not applicable	Mobile	Nigeria	/shop/harmattan-drop	9	671	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	True	ORD524285	109100.0	False	False
S000169514	2025-03-24T18:23:11Z	2025-03-24	u034769	ig	Instagram	social	harmattan_drop	Not applicable	Desktop	Nigeria	/shop	1	37	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	True	ORD521280	67000.0	False	False
S000169515	2025-03-24T13:49:24Z	2025-03-24	u056564	direct	Direct	none	harmattan_drop	Not applicable	Mobile	United Kingdom	/shop	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169516	2025-03-24T20:02:56Z	2025-03-24	u023614	youtube	YouTube	none	brand_always_on	Not applicable	Tablet	Nigeria	/booking	3	119	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000169517	2025-03-24T15:42:31Z	2025-03-24	u058719	yt	YouTube	paid	blackfriday24	Cj0KCQ2702975401	Desktop	Ghana	/portfolio	2	172	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000169518	2025-03-24T17:32:11Z	2025-03-24	u083189	meta	Facebook / Meta	none	showreel_push	Not applicable	Tablet	United Kingdom	/portfolio	2	149	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000169519	2025-03-24T19:07:42Z	2025-03-24	u074268	facebook	Facebook / Meta	referral	black_friday	Not applicable	Desktop	United States	/contact	3	227	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000169520	2025-03-24T12:48:36Z	2025-03-24	u002402	email	Email	none	Not applicable	Not applicable	Tablet	Nigeria	/about	2	156	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000169521	2025-03-24T15:13:46Z	2025-03-24	u011285	ig	Instagram	email	black_friday	Not applicable	Mobile	Nigeria	/commercial	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
